id,category,source_zh,reference_ja
156,material,凤姐回明了王夫人，一面着人往大观园去取他的铺盖妆奁,熙鳳はことのよしを奥方の王氏の耳に入れる一方、襲人の夜具やら化粧道具入れやらを取りに、大観園まで人を出します。
157,material,说话之间天已二更，麝月早已放下帘幔，移灯炷香，伏侍宝玉卧下，二人方睡。,そんな話をしているあいだに、はや二更(夜の十時)時分になりましたので、麝月ははやくも暖簾や幔子をおろし、灯りを移して香を焚き、宝玉の世話をして床に就かせました。
158,material,仗着素日比别人气壮，不畏寒冷，也不披衣，只穿着小袄，便蹑手蹑脚的下了熏笼，随后出来。,素から人並すぐれて肝玉も太く、少々の寒さにも平気だとあって、着物もはおろうとせず、短い上衣を着ただけのかっこうで、熏龍からおりると、抜き足さし足しのび足、あと追って出てゆこうとします。
159,material,这里的丫鬟都回避了，有三四个老嬷嬷放下暖阁上的大红绣幔，晴雯从幔帐中单伸出手去。,こちらの侍女たちはこれを避けて揃って席をはずしてしまい、残った三、四人の乳母たちが煖閣のところの刺繡をした緋色の幔幕をおろしました。
160,material,礼部奉旨：钦赐金玉如意一柄，彩缎四端，金玉杯四个，帑银五百两。,礼部では勅旨をもって金と玉の如意各一本、彩緞子四端（一端は二丈）、金と玉の杯四個にお手元金より銀五百両をご下賜になりました。
161,material,元春又命太监送出金寿星一尊，沉香拐一枝，迦南珠一串，福寿香一盒，金锭一对，银锭四对，彩缎十二匹，玉杯四只。,さらに元春貴妃からは太監をお使者として金無垢の寿星（寿老人の像、長寿を祝う縁起物）一体、沈香の鳩杖一本、伽羅の数珠一さし、福寿香一盒・金錠一対・銀錠四対・彩緞子十二疋（一疋は四丈）・玉の杯四個をお届けになります。
162,material,赤金首饰共一百二十三件，珠宝俱全。,純金製頭飾り、都合一百二十三個、珠・宝ともに完全。
163,material,母女二人看时，却是些笔、墨、纸、砚、各色笺纸、香袋、香珠、扇子、扇坠、花粉、胭脂等物；外有虎丘带来的自行人、酒令儿、水银灌的打金斗小小子、沙子灯，一出一出的泥人儿的戏用青纱罩的匣子装着,母娘が二人してこれを検分したところ、筆・墨・紙・硯、とりどりの書簡箋・香袋・香珠（香木の数珠）・扇子、扇子の根付け、天花粉・胭脂などの品々で、そのほかに虎丘（蘇州の西北部にある小高い丘、名勝の一）土産のからくり人形、酒令、水銀を注ぎこむととんぼを切る仕掛けの唐子人形、真砂灯籠、一幕ごとにこしらえた歌舞伎泥人形――青紗貼りの小箱に納めた――などもあります。
164,material,贾母接来吃了半碗，便吩咐将这粥送给凤哥儿吃去，又指着这一碗笋和这一盘风腌果子狸给颦儿宝玉两个吃去，那一碗肉给兰小子吃去。,後室は受け取って半碗ほど食べると、その粥を熙鳳のところへ届けて食べさせるようにと言いつけ、それからこの鶏髄筍の一碗とこの風醃果子狸（風にさらして乾し上げたヘクビシンの肉の塩漬け）の一皿は黛玉・宝玉の二人の食べる分に、またその肉入りの一碗は蘭に届けて食べさせるようにと指図します。
165,material,珍珠十三挂。淡金盘二件。金碗二对。,淡金（色が淡くて品位のやや低い金）の大皿二枚。金碗二対。
166,material,宝玉正欲走时，只见袭人走来，手内捧着一个小连环洋漆茶盘，里面可式放着两钟新茶。,宝玉が自分もあとを追おうとしたとき、そこへ襲人がきあわせました。手には洋漆をかけた小ぶりの連環型の茶盆を捧げ、糸底をこの型に合わせてこしらえた二つの茶碗には新茶を注いであります。
167,material,小燕接着，揭开里面是一碗虾丸鸡皮汤，又是一碗酒酿清蒸鸭子，一碟腌的胭脂鹅脯，还有一碟四个奶油松瓤卷酥，并一大碗热腾腾碧荧荧蒸的绿畦香稻粳米饭。,小燕が受け取って蓋を取ってみますと、なかには、蝦丸鶏皮湯（蝦団子入りの鶏の血を凝らせたもののスープ）が一碗、それと酒蒸しの家鴨が一碗、塩づけの胭脂色をした鵞鳥の脯が一皿、ほかに奶油を使った松の実入りの捲酥（松の実・落花生・胡麻などをつぶして捲きこんだやわらかいクッキー風の菓子）四個を盛った一皿、それからほかほかと碧光りがしておいしそうに蒸し上がった香ばしい粳米のご飯を盛った丼が一つはいっています。
168,material,一时将正妆卸去，头上只随便挽着纂儿，身上皆是长裙短袄。宝玉只穿着大红绵纱小袄子，下面绿绫弹墨夹裤，散着裤脚，倚着一个各色玫瑰芍药花瓣装的玉色夹纱新枕头，和芳官两个先划拳。,やがて飾り物をはずしましたので、頭はただ簡単に髪をわがねただけ、身につけているものといっては長い裙子に短い上衣だけというかっこうになりました。宝玉は絹綿紗の小さい上衣を着ただけで、下に黒の縞入りの緑綾子の夾の褲子をはいていますが、その裾は開けたまま。そして玫瑰・芍薬とりどりの花弁を詰めた玉色をした夾紗の真新しい枕にもたれ、芳官を相手にまず拳を打ちます。
169,material,当时芳官满口嚷热，只穿着一件玉色红青酡绒三色缎子斗的水田小夹袄，束着一条柳绿色汗巾，底下是水红撒花夹裤，也散着裤腿,そのとき芳官はしきりに「暑い」「暑い」を連発して、玉色・紅青色（赤みを帯びた黒）・駝絨色と三色の緞子でだんだら縞に織った水田（袈裟ふうの衣紋にした）の短い夾の上衣一枚になり、柳緑色の腰帯をしめ、下には散らし模様入りの水紅色の夾の褲子をはき、やはりその裾は開けたまま。
170,material,头上眉额编着一圈小辫，总归至顶心，结一根鹅卵粗细的总辫，拖在脑后,その頭はといえば、眉間のあたりでくるっと小さなお下げに編んだのを、頂心に持っていって鵝鳥の卵ほどの太さの本お下げと結び合わせ、頭の後ろに垂らしています。
171,material,三镶金象牙筷二把。,上中下三カ所に金象嵌を施せる象牙箸二膳。
172,material,将过了沁芳桥，只见雪雁领着两个老婆子，手中都拿着菱藕瓜果之类。,ちょうど沁芳橋を渡りきろうというところで、二人の老女を従えた雪雁が、手には菱だの蓮根だの瓜だのと果物を持ってくるのにゆき遇いました。
173,material,也有送笔、墨、纸、砚的，也有送香袋、扇子、香坠的，也有送脂粉、头油的，有单送玩意儿的。,筆・墨・紙・硯を贈る者、香袋・扇子、香木の根付けを贈る者、また胭脂白粉・髪油を贈る者、慰み物だけを贈る者、といったぐあいです
174,material,用软榻铺了锦缎衾褥，将二姐抬上榻去，用衾单盖了，八个小厮和几个媳妇围随，从内子墙一带抬往梨香院来。,軟らかい寝台に金襴緞子の衾を展べ、二姐をその寝台の上に抬き上げると、衾単（死者にかける衣）をうちかけ、八人の若党といくたりかの家人の妻女たちとでまわりを囲み、内側の塀沿いに梨香院へと抬きこみました。
175,material,镀金执壶四把。镀金折盂三对。,金鍍金の執壺四個。金鍍金の折盂三対。
176,material,这两样看不出是什么东西来，是大老爷送来的；这一碗是鸡髓笋，是外头老爷送上来的。,こちらの二品はなんでこしらえましたものやら、見分けもつきませんが、上のお殿様（賈赦）がお届けになりました分、このお碗の方は鶏髄筍（鶏の骨髄と筍とを取り合わせた吸物）でございまして、外のお殿様（賈政）から到来の品でございます
177,material,尤氏早捧过一碗来，说是红稻米粥。,尤氏がはやくも一碗だけ運んできて、紅稲米のお粥だと言い添えました。
178,material,只有一个蒲团，一个瓢儿，还是好好的。,ただ蒲の円座一つと瓢箪一つとだけがそのまま無事に残っておりました。
179,material,所有的都抄出来搁着，木器钉得破烂，磁器打得粉碎。,いっさいがっさい差し押えの封印をされて放り出され、木の器は釘を打たれて滅茶滅茶にこわされ、焼き物は打ちつけられて粉々という始末でございますよ。
180,material,既是他这么念我，为什么临死都把诗稿烧了，不留给我作个纪念。,それはともかく、黛さんがそうしてわたしのことを想っていてくださったものなら、どういうわけで今わの際にそっくり詩稿まで燃してしまい、わたしへの形見の品として残すまいとされたのだろう？
181,material,东跨所抄出两箱房地契又一箱借票，都是违例取利的。,東の離れにて、二箱分の土地家屋売渡し証文を、また一箱ぎっしりの借用証文を発見いたしましたが、いずれも法外の利息を取っております
182,material,政老，方才老赵在这里的时候，番役呈禀有禁用之物并重利欠票，我们也难掩过。,政どの、さきほど趙めがこちらにおりました際、番卒からご禁制の品々ならびに重利の借用証文が出てまいった由報告がありましてね、わたしたちとしても、さすがに助け舟の出しようがなかった次第。
183,material,黑狐皮十八张。青狐六张。貂皮三十六张。,黒狐の毛皮十八枚。青狐の毛皮六枚。貂の毛皮三十六枚。
184,material,朝珠九挂。,朝珠（五品以上の官吏が官服の頸に掛けた百八珠の数珠）九掛。
185,material,如今姨太太有了年纪不肯费心，倒不如拿出令盆骰子来，大家掷个曲牌名儿赌输赢酒罢。,近頃では薛の大奥様もお年齢を召されましたゆえ、あまり頭脳を使うようなのは気が進まぬとおっしゃいましょう。それならいっそ令盆と骰子とを持ち出し、みなで骰子を振って曲牌（各種の楽曲の曲調の総称）の名を出して、その勝ち負けによって罰杯を賭ける、こういう趣向にいたしましてはいかがなもので？
186,material,小的各处找寻他的尸首，连骨头都没有一点儿。,てまえ、道士の死骸はないかと、あちこち探して廻りましたものの、骨の一かけらも見当たりませんでした。
187,material,元狐帽沿十副。倭刀帽沿十二副。貂帽沿二副。,玄狐の帽沿（帽子のへり）十組。倭刀（「窩刀」とおなじ、広東産の青狐皮、光沢に富む）の帽沿十二組。貂の帽沿二組。
188,material,一切动用傢伙攒钉登记，以及荣国赐第俱一一开列。其房地契纸家人文书亦俱封裹。,ありとあらゆる日用の家財道具が封印のうえ台帳に登記されてゆき、果ては栄国邸の賜第（天子より賜わった邸第）までがみないちいちそれに書き連ねられます。また土地家屋の売渡し証文や召使についての証文類もみな封印されてしまいました。
189,material,妆蟒缎八卷。葛布三捆。各色布三捆。,妝・蟒緞子八巻。葛布三梱。各種布三梱。
190,material,至晚饭后，待贾母安寝了，宝钗等入园时，王家的便请了凤姐一并入园，喝命角门皆上锁，便从上夜的婆子处抄检起，不过抄检出些多馀攒下蜡烛灯油等物。,夕飯のあと、後室が寝み、宝釵らが園に帰っていった時分を見計らい、王善保の妻女はさっそく熙鳳に声をかけてもとも園にはいってゆき、くぐり門は残さず錠をおろさせたうえで、手始めに宿直の老女たちの詰め所から検め始めましたが、出てきたものといっては、余り物を貯めこんだ蝋燭・灯油などの品ばかり。
191,material,棉夹单绢衣三百四十件。玉玩三十二件。带头九副。,綿入れ、袷・単衣の絹物三百四十枚。玉玩三十二点。帯頭（帯どめの金具）九組。
192,material,脂玉圈带一条。黄缎十二卷。,羊脂玉（白玉）の玉帯一本。黄緞子十二巻。
193,material,右耳眼内只塞着米粒大小的一个小玉塞子，左耳上单带着一个白果大小的硬红镶金大坠子：越显的面如满月犹白，眼如秋水还清。,また右の耳たぶの孔には米粒ほどの小さな玉の耳玉をはめ、左の耳には銀杏の実ほどもある、金でふちどりした赤い大きな墜子を下げていて、それがいかにもくっきりと引き立たせる役割を果たしたさまは「面は満月にも似てなお白く、眼は秋水を思わせてなお涼し」とでもいいましょうか。
194,material,香鼠筒子十件。豆鼠皮四方。天鹅绒一卷。梅鹿皮一方。云狐筒子二件。,香鼠の筒子（まだ面をつけてない毛皮）十枚。豆鼠の毛皮四枚。天鵞絨一巻。梅鹿の毛皮一枚。雲南狐の筒子二枚。
195,material,羽线绉三十卷。氆氇三十卷。,羽線絽三十巻。氆氇（西蔵産の厚地の毛織物、ホームスパンに類する）三十巻。
196,material,柳家的打发他女儿喝了一回汤，吃了半碗粥，又将茯苓霜一节说了。,柳の妻女は娘に湯を飲ませてやり、さらに粥を半碗ほどすすらせてから、また茯苓霜の一件をはなして聞かせました。
197,material,江貉皮二张。獭子皮二张。猫皮三十五张。倭股十二度。,江南産の貉の毛皮二枚。獺の毛皮二枚。猫の毛皮三十五枚。倭股十二度。
198,material,上用蟒缎迎手靠背三分。宫妆衣裙八套。,内裏用蟒緞子張りの脇息ならびに靠背三点。御所装束上下八襲。
199,material,说着，便命丫鬟们把箱一齐打开，将镜奁、妆盒、衾袱、衣包，若大若小之物，一齐打开，请凤姐去抄阅。,というなり、すぐさま侍女たちに指図して箱をいっせいに開けさせ、鏡台・化粧箱、夜具や衣類の包みなど、大小とりどりの品をすっかり開けさせて、熙鳳に検めてくださいといいます。
200,ecology,此刻忽见宝玉笑问道：“宝姐姐，我瞧瞧你的红麝串子？,宝玉はにこにこしながら、「宝釵お姉さま、あなたの分の赤い香りの香珠、わたしに拝ませてくださいよ」と言い出すのでした。
201,ecology,刘姥姥道：“这个菜里有毒，俺们那些都成了砒霜了。那怕毒死了，也要吃尽了。”,劉婆さんは答えて、「このご馳走に毒がはいっておるちゅうことになりますると、てまえどもの料理なんぞは、砒霜（砒素の化合物、毒物）の塊ってえことになっちまいますわい。たとい毒で死のうとも、ご馳走さえ平らげられたら本望でございます」
202,ecology,贾芸看时，只见院内略略有几点山石，种着芭蕉，那边有两只仙鹤在松树下剔翎。,芸が眺め渡しますと、院内のあちこちには点々と庭石が配置され、芭蕉が植わり、あちらの方には松の木のもとで鶴が二羽、羽づくろいをしています。
203,ecology,那草本在灵河岸上，名曰“绛珠草”。因那时萎败，幸得一个神瑛侍者日以甘露灌溉，得以长生。,この草はもと霊河の岸辺に生えていた『絳珠草』という名の草なのです。その時分にはしおれかかっていたのを、さいわいにも神瑛侍者とおっしゃるかたが日ごとに甘露を注いでやられ、お蔭を蒙って久遠の生命を延ぶることがかなうようになりました。
204,ecology,当日娥皇女英洒泪在竹上成斑，故今斑竹又名湘妃竹,そのむかし、娥皇・女英（舜の二妃）の二人が竹の上に涙をこぼしたところ、その痕が斑点になったとか、それがもとでいまも斑竹を別名、湘妃竹と申します。
205,ecology,只见晴雯如得了世露一般，一气都灌下去了。,すると晴雯はさながら甘露でも得たかのように、一気にこれを咽喉に流しこむのでした。
206,ecology,便不免有蒹葭倚玉之叹，红颜寂寞之悲。,ついまた蒹葭倚玉の嘆き、紅顔寂寞の悲しみを抱かずにはいられません。
207,ecology,想来这一段故事比历来风月故事更加琐碎细腻了。,してみると、この物語、ありきたりの恋愛物などよりはぐんと筋が入りくみ、こまやかさも増していようというもので・・・・・・
208,ecology,那畸角上我有一个花冢。,あの隅の方に、わたくし、花塚をこしらえてあります
209,ecology,这是上好的胭脂，拧出汁子来，淘澄净了渣滓，配了花露蒸叠成的。,この方は極上の脂で、しぼった汁を澄ませて渣津をとり、化粧水を配合して蒸溜したものですよ細い手の簪でほんのすこし掻い
210,ecology,“此酒乃以百花之蕊、万木之汁，加以麟髓之醅、风乳之麴酿成，因名为‘万艳同杯’。”,「このお酒は、百花の燕と万木の汁に麒麟の髄の酷と鳳凰の乳の麹とを合わせてかもしたもの、それでその名も『万艶同杯』というのです」
211,ecology,早起沏了一碗枫露茶,今朝、楓露茶を一杯淹れたろ 。
212,ecology,这叫做鲛绡帐。这就是绞丝所织。,これは鮫綃帳と申すものです。これは鮫糸で織ったものです
213,ecology,忽见宝玉在梦中喊骂，说：“和尚道士的话如何信得！什么是金玉姻缘，我偏说是木石姻缘”,突然、宝玉が寝言でどなりだしました。「坊主や道士のいうことなど真に受けてどうします！金玉の姻縁だなんて、なんのことだ。わたしの頭にはあくまでも木石の姻縁しかないのにこ」
214,ecology,后来既受天地精华，复得雨露滋养，遂得脱却草胎木质得换人形，仅修成个女体，终日游于离恨天外，饥则食蜜青果为膳，渴则饮灌愁海水汤。,のちには、もともと天地の精気を受けて生まれついたうえに雨露を身の養いとしたせいで、草木のかたちを脱して人間の姿をとるに至り、なにやら女人らしき姿を現じて、ひねもす離恨天の外に遊びにでかけ、腹がすけば蜜青果を食べて代わりにし、咽喉がかわけば灌愁海の水を飲んで吸物に代えるというふう。
215,ecology,原来是个白绫红里的兜肚上面扎着鸳鸯戏莲的花样，红莲绿叶，五色鸳鸯。,それは白の綾子に赤地の裏をつけた肚掛で、表には鴛鴦が蓮に戯れている図ー一赤い蓮に緑の葉、それに五曲の鴛鴦をあしらったものーがぬいとってあります。
216,ecology,我不吃六安茶,「わしは六安茶（安徽省霍山県---昔、六安郡に属した---産の銘茶）は飲まないのだよ」
217,ecology,每日早起，拿上等燕窝一两，冰糖五钱，用银铫子熬出粥来。,毎朝、上等の燕窩（海つばめの巣。燕巣）一両分と氷砂糖五銭分とを、銀の銚子で煮いてお粥にこしらえなさい。
218,ecology,宝玉一见那人面如傅粉，唇若涂朱，鲜润如出水芙渠，飘扬似临风玉树。,宝玉、かの人物に目をくれますと、面は白粉を掃いたるかのよう、唇は朱を注したるかと見紛うほど。その鮮かにも潤いあるさまは水より出でたる芙蓉さながら、その飄り揚がるさまは風に臨みし玉樹にさも似たり・・・・・。
219,ecology,秋霖霢霢，阴晴不定,秋の長雨はしとしとしとしと、降りみ降らずみの定めなさ。
220,ecology,柳叶渚边嗔莺咤燕,柳葉渚の辺に　鶯に鳴りて燕を叱すること
221,ecology,揭开看时，只见画着一株桂花，下面有一池沼，其中水涸泥干，莲枯藕败。,開けて見ますと、一本の桂花(木犀)の下に池があり、なかは水が涸れ泥も干あがって、そこに生えた蓮は根も葉も枯れはてているさまが画かれ、そのあとにはこうありますー
222,ecology,后面便是一片冰山，山上有一只雌凤。,次はみわたすかぎりの大氷山で、その山頂には一羽の雌の鳳がいます
223,ecology,忽信步至一山环水旋、茂林深竹之处，隐隐有座庙宇。,その日も、近在の田園風景でもながめて楽しもうというつもりで、ぶらり郊外に杖を曳きました。足の向くままにゆきついた、とある山と川との入りくんだあたり、林や竹藪のあわいから寺とおぼしき建物が見えかくれします。
224,ecology,于是接二连三，牵五挂四，将一条街烧得如火焰山一般。,あっというまにつぎつぎと火の手がまわり、一つの街筋が火焰山（『西游記』に見える）さながらの焼けざま。
225,ecology,月满则亏，水满则溢,月満つれば虧け、水満つれば溢る
226,ecology,忽抬头看见前面一带粉垣，里面数楹精舍，有千百竿翠竹遮映。,ところでひょいと顔をあげますと、目にはいったのは前方に立ち続く白壁、そのなかの数軒の精舎は無数の青竹にさえぎられて日かげになっています。
227,ecology,倏尔青山斜阻。转过山怀中，隐隐露出一带黄泥筑就矮墙，墙头皆用稻茎掩护。有几百株杏花，如喷火蒸霞一般。里面数楹茅屋。外面却是桑、榆、槿、柘，各色树稚新条，随其曲折，编就两溜青篱。,歩きながらはなしてゆきますと、突如として青々とした山が出現、斜めに横たわって行く手をさえぎりました。その山のふところを廻りますと、黄土で築いた低い士塀が見えがくれに続き、土の上部はみな藁でふいてあります。なん百本もの杏の花は火を噴き霞を蒸しあげんばかりで、その奥には数軒の茅ぶき小屋、表には桑·榆·槿·柘といった各種の樹木が若枝を張っていて、その曲折にしたがって二列の生垣が結ってあります。
228,ecology,此处竟还不可养别的雀鸟，只是买些鹅鸭子鸡之类才都相称了。,ここはやはりほかの小鳥など飼うわけにまいりませんし、もっぱら鳶鳥·家鴨 · 鶏のたぐいを買い入れる所存、それならばここにふさわしかろうかと存じます
229,ecology,忽闻水声潺谖，泻出石洞，上则萝薜倒垂，下则落花浮荡。,不意にさらさら流れる水音が耳にはいりました。石の洞穴から水が流れ出ていて、その上には蔦かずらがさかさに垂れさがり、下には落花が浮かびたゆとうています。
230,ecology,"大家攀藤抚树过去。只见水上落花愈多，其水愈清，溶溶荡
荡，曲折萦纡。池边两行垂柳，杂着桃杏，遮天蔽日，真无一些尘土。忽见柳阴中又露出一条折带朱栏板桥来。",そういって、先に立ち一行を案内します。つるに攀じ樹につかまりしてやってきますと、そのあたり、水上の落花が数を増すほどに、その水はいよいよ清く澄み、ゆらゆらうねうねと流れ流れてゆきます。池のほとりにはしだれ柳が二列に立ちつらなり、桃や杏もなかにまじって日の光をさえぎっていて、それこそいささかの塵あくたをも留めていません。と見れば、柳のかげには帯のように折れまがった朱塗りの手すりつきの板橋がちらりのぞいています。
231,ecology,只见佳木茏葱，奇花焖灼，一带清流，从花木深处曲折泻于石隙之下。,するとあたりにはみごとな樹木が青々と茂り、珍しい花が目もさめんばかりに咲きほこり、一すじの清流が花や樹木の繁みを縫って、岩石の裂け目の下へとそそぎ入っています。
232,ecology,两边飞楼插空，雕薹绣槛皆隐于山坳树秒之间。,両側には高殿が空にそびえ立ち、彫刻を施した豊や五彩で色どった檻などが、山のくぼみや樹木の梢のあいだに見え隠れしています。
233,ecology,说着，一径引人绕着碧桃花，穿过一层竹篱花障编就的月洞门。俄见粉墙环护，绿柳周垂。,そういって、ずんずん人々の先に立ち、碧桃花のぐるりを廻り、竹の籬と花の障とを組み合わせて作った月洞門をくぐり抜けました。と、そのあたりは白壁にかこまれ、緑の柳が周囲に垂れています。
234,ecology,院中点缀几块山石，一边种着几本芭蕉;那一边乃是一棵西府海棠，其势若伞，丝垂翠缕，葩吐丹砂。,そして片がわには数本の芭蕉を植え、いま一方のがわには西府海棠が一本、傘のような恰好で翠の糸を垂れ、丹砂のような真紅の花を吐いています。
235,ecology,说着又转了两层纱厨锦福，果得一门出去，院中满架蔷薇宝相。,そういって、さらにまた紗をはった蚊帳、錦を垂らした棚をふたならび廻りますと、なるほどそこには戸口があってそとへ抜けられました。庭のなかは棚いっぱいにはわせた薔薇や宝相花（いばらぼたん）が咲きにおっています。
236,ecology,那些奇草仙藤，愈冷愈苍翠，都结了实，似珊瑚豆子一般，累垂可爱。,"それらの世にも珍しい草や蘿かずらのたぐいは、寒気がいや増すに
つれ色も蒼翠を加え、ともに実をつけたのがさながら珊瑚珠のように垂れ重なりあっていて、いかにも心惹かれる風情です。"
237,ecology,四顾一望，皆是树木山石，楼台亭榭，却不知那一处是往那里去的了，只得认着一条石子路慢慢的走来。,あたりを見わたしたところ、目にはいるものとては、木立ち、築山や楼台·亭榭ばかりで、どこをいったらどこへ出るものやら見当もつきません。
238,ecology,"说着，远远见贾母围了大斗篷，戴着灰鼠暖兜，坐着小竹轿，打着青绸油伞，鸳鸯琥珀等五六个丫鬟，每人都
是打着伞，拥轿而来。",といううちにも、見ればはるかかなたより、大斗篷に身を包み、灰鼠の防寒用頭巾をかぶった後室が、小さな竹轎に乘り、青紬に油を引いた傘をさしかけさせ、駕鴦や琥珀ら五、六人のめいめい傘をさした侍女に幡のまわりを取り巻かれてやってきます。
239,ecology,顺着柳堤走来，因见柳叶才吐浅碧，丝若垂金,柳の土堤づたいに進みますと、折からあたりの柳は浅碧の芽を吹き、その細い枝は黄金の糸を垂らしたかのよう。
240,ecology,一进门，只见两边翠竹夹路，土地下苍苔布满，中间羊肠一条石子漫的路。,門をはいったとっつきは、両側が緑竹の植え込みではさまれた路地になっていて、地面には苔が一面につき、そのあいだをくねくねと砂利道が走っています。劉婆さんは後室や一同に路をゆずり、自分は地面の方を
241,ecology,李纨道:“方才我来时，看见他们抬进两盆白海棠来，倒是好花。你们何不就咏起他来?”,李納はそこで、「さきほどわたし、来がけに白海棠を二鉢運びこむのを見かけましたけれど、それは見事な花でした。ねえ、みなさん、あれを詠まないでおく手はないと思いますがね」
242,ecology,凤姐道:“藕香榭已经摆下了。那山坡下两棵桂花开的又好，河里水又碧清，坐在河当中亭子上，岂不敞亮。看着水，眼也清亮。”,"こう答えますと、熙鳳がわきから口をはさみ、
「実は藕香榭の方にもう席がしつらえてございますの。あそこの築山の坂下の二本の木犀はただいまが花も見頃、河の水がまた碧青に澄みちぎっております。河のまん中の亭に陣取りましたなら、からっとして見晴らしもよろしかろうではございませんか。水をながめながらとなれば、すがすがしくて目も覚めるようでございますし…」"
243,ecology,“十月梅花岭上香。”,「十月梅の花 高嶺に香る」
244,ecology,“梅花朵朵风前舞。”,「梅二輪 ひらひらと 風に舞いつつ」
245,ecology,“桃花带雨浓。”,「雨過ぎて 桃の色 ひときわ添わり」
246,ecology,原来这枝梅花只有二尺来高，旁有一横枝纵横而出，约有五六尺长，其间小枝分歧，或如蟠螭，或如僵蚓，或孤削如笔，或密聚如林，花吐胭脂，香欺兰蕙，各各称赏。,"ところでこの梅、高さこそ二尺あまりしかないものの、わきから枝
が一本縦横にひろがっていて、ざっと五、六尺はありましょうか、その
あいだから小枝が岐れ出て、わだかまった螭さながらなのもあれば、蚯
蚓ののたくった態のもある。筆のように一本だけ削げたのがあるかと思
えば、林のように密集したのもありというふうで、花は胭脂を吐くかと
思わせ、香は蘭蕙をも欺かんばかり……。みなそれぞれにほめそやしま
す。"
247,ecology,因见暖阁之中有一玉石条盆，里面攒三聚五栽着一盆单瓣水仙，点着宣石，便极口赞好花,と、煖閣のなかに玉石で作った横長の鉢が置かれ、なかには鉢いっぱいに三本四本と東ねた単瓣の水仙が活けてあり、ところどころ宣石(宣州産の玉の一種)があしらってあるのに目が留まりました。
248,ecology,刚要寻别的姊妹去，忽见前面一双玉色蝴蝶，大如团扇，一上一下，迎风蹁跹，十分有趣。,こんどはほかの姉妹をたすねるつもりでいたのが、ふと気がついてみると、前方に団扇ほどもある玉色をしたつがいの蝶がいて、一羽があがれば一羽がさがり、風をうけてひらりひらりと舞うさまが、いかにもおもしろい。
249,ecology,说毕，等他二人去远了，便把那花兜了起来，登山度水，过树穿花，一直奔了那日同林黛玉葬桃花的去处来。,といっておいて、このふたりが遠くへ去ったのを見すまし、さっそくその花を着物のはしで包みこみ、築山を登り運河を渡り、林を抜け花のもとをくぐりして、まっすぐに、いつぞや黛玉とふたりして桃の花を埋めてやったあの場所をさして急ぐのでした。
250,ecology,至次日又可巧遇见饯花之期，正是一腔无明正未发泄，又勾起伤春愁思，因把些残花落瓣去掩埋，由不得感花伤己，哭了几声，便随口念了几句。,さて、林黛玉は前夜晴雯が扉を開けようとしなかったばかりに、宝玉にあらぬ濡れ衣を着せてしまったことでしたが、その翌日がまたちょうど花餞りの日に当たり、それこそ積もる心のむしゃくしゃがそのはけ口を得ないでいるといった恰好でした。
251,ecology,刚到了沁芳桥，只见各色水禽都在池中浴水，也认不出名色来，但见一个个文彩炫耀，好看异常。,ちょうど沁芳橋にさしかかりますと、そこにはとりどりの水鳥が池で水浴びをしており、どれがなんという鳥なのか見わけもつきませんが、見たところ、どれもこれもその色どりのあざやかさは目をもうばわんばかり、その美しさたるやまた格別です。
252,ecology,“绕堤柳借三篙翠。隔岸花分一脉香。”,"堤を続りて 柳は三篙の翠を借り
岸を隔てて 花は一脈の香を分つ"
253,ecology,一进院门，只见满地下竹影参差，苔痕浓淡,"院の門をくぐると、あたりの地面には一面に竹が入りまじった影をおとし、濃
淡とりどりに苔蒸したそのありさまから"
254,ecology,那花瓣浮在水面，飘飘荡荡，竟流出沁芳闸去了,そその花びらは水面に浮かんで、ゆらゆらただよいながら、やがて沁芳閘から外へと流れ出ていってしまいました。
255,ecology,只见柳垂金线，桃吐丹霞，山石之后，一株大杏树，花已全落，叶稠阴翠，上面已结了豆子大小的许多小杏。,見れば柳は黄金の糸を垂れたるがごとく、桃は丹色の霞を吐くかのよう。築山の石の裏手にある一株の大きな杏の木は、花はすでに散り尽くし、葉もこんもりと翠色に生い茂って、上の方にははや豆粒大の小さな杏の実をいっぱいつけています。
256,ecology,正悲叹时，忽有一个雀儿飞来，落于枝上乱啼。,こうして嘆き悲しんでいる折も折、急に一羽の小鳥が飛んできて、枝に止まるなり、しきりにさえずりはじめました。
257,ecology,两边穿山游廊厢房，挂着各色鹦鹉、画眉等鸟雀,両脇には穿山式(家の片側の壁によせて通路をつける造り)の廻り廊下と両袖に伸びた廂房(東西のはなれ)とがあり、ここには鸚鵡やほおじろなどとりどりの小鳥の籠がつるしてあります。
258,ecology,只见佳木茏葱，奇花焖灼，一带清流，从花木深处曲折泻于石隙之下。,するとあたりにはみごとな樹木が青々と茂り、珍しい花が目もさめんばかりに咲きほこり、一すじの清流が花や樹木の繁みを縫って、岩石の裂け目の下へとそそぎ入っています。
259,ecology,那附近柳枝花朵上的宿鸟栖鸦一闻此声，俱忒楞楞飞起远避，不忍再听。,そのあたりの柳の枝、花のねぐらにかねて宿っていた鳥や鴉たちも、いちどこの声を耳にしただけで、揃って「バタバタ」と飛び立って遠くへと逃げ出し、かさねて聞くに忍びぬといった風情。
260,ecology,雨村回首看时，只见烈焰烧天，飞灰蔽日。,雨村が振り向いて眺めやったところ、烈々たる焔は天空をも焦がさんという勢い、飛散する灰は日輪をも蔽わんとするありさま……。
